,NAME,INDUSTRY,2021-01-27,2021-01-28,2021-01-29,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-08,2021-02-09,2021-02-10,2021-02-18,2021-02-19,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03
002192.SZ,融捷股份,小金属,99.72,99.85,99.87,99.9,99.9,99.87,99.85,99.87,99.87,99.82,99.77,99.72,99.67,99.59,99.31,99.33,99.49,99.43,99.41,99.41,99.51,99.59,99.59,99.67,99.56,99.61,99.67,99.77,99.79,99.72,99.77,99.74,71.44,99.74,99.85,99.9,99.9,99.92,99.92,99.95,99.92,99.92,99.92,99.9,99.79,99.79,99.85,99.69,99.72,99.85,99.85,99.9,99.9,99.87,99.82,99.82,99.85,99.82,99.77,99.79,99.85,99.79,99.74,99.64,99.67,99.56,99.67,99.72,99.77,99.77,99.74,99.74,99.69,99.64,99.54,99.46,99.38,99.38,99.38,99.33,99.28,99.36,99.26,99.18,99.18,98.95,98.92,98.84,98.36,98.36,98.51,98.28,98.3,97.95,97.28,97.3,97.15,97.15,96.61,95.53,96.35,96.46,97.1,97.33,97.23,97.38,96.71,97.82,98.54,98.9,98.56,98.79,98.82,98.41,98.61,98.61,98.72,98.12,98.02,98.41,98.79,99.05,99.31,99.1,99.02,99.08,98.92,98.87,98.48,98.23,98.72,98.77,99.15,99.15,99.23,99.41,99.46,99.59,99.64,99.64,99.26,99.38,99.43,99.61,99.72,99.82,99.85,99.74
600189.SH,泉阳泉,软饮料,99.69,99.72,99.82,99.85,99.79,99.67,99.82,99.79,99.69,99.69,99.36,99.46,99.54,99.54,99.46,99.1,98.12,98.07,97.92,97.17,94.94,96.46,95.66,96.76,98.66,99.08,99.59,99.51,99.08,99.46,99.31,99.28,99.28,99.36,99.26,99.49,99.26,99.31,99.15,99.1,99.15,99.2,99.26,98.92,98.72,98.07,97.61,98.64,98.46,97.92,97.84,98.12,98.0,98.64,98.64,98.07,97.87,98.25,97.28,97.69,97.71,97.43,97.07,96.2,94.27,96.15,92.78,89.08,84.54,83.61,70.67,62.37,78.76,83.23,89.96,92.35,93.3,93.53,93.63,94.27,93.78,95.53,97.25,97.38,98.18,97.02,93.6,90.8,90.34,87.59,79.06,65.58,74.62,79.76,73.26,71.54,70.87,76.03,76.86,59.41,36.6,18.96,10.87,7.47,14.8,21.22,14.72,6.65,5.14,3.62,5.75,9.53,7.96,11.61,12.3,12.25,7.68,12.28,8.27,7.58,9.3,8.99,7.17,8.66,7.17,4.98,3.11,4.98,8.53,10.61,12.59,11.35,11.92,11.3,12.12,17.7,28.82,22.27,19.68,17.8,19.86,16.03,12.48,15.93,11.58,6.29,4.91,7.19
002594.SZ,比亚迪,汽车整车,99.67,99.69,99.72,99.74,99.87,99.92,99.92,99.92,99.92,99.9,99.95,99.92,99.92,99.9,99.85,99.72,99.74,99.51,99.59,99.69,99.61,99.33,99.26,99.0,99.1,98.9,99.2,99.28,98.79,98.72,98.72,97.84,96.94,95.43,95.66,96.97,96.48,96.53,96.17,96.38,95.66,95.79,95.07,94.19,91.96,91.6,90.39,89.78,91.52,92.06,86.95,86.57,86.62,86.72,85.18,84.9,79.73,74.7,69.28,59.47,63.96,56.38,31.85,22.5,26.89,31.08,54.17,43.51,39.61,57.72,58.16,72.41,77.5,66.63,59.18,61.16,58.05,65.84,71.8,69.46,73.67,77.6,75.16,78.19,75.52,80.48,80.68,86.69,89.42,90.26,85.31,89.6,92.19,90.37,84.31,86.87,87.36,86.98,88.54,87.52,88.75,84.72,83.71,82.46,77.22,78.53,69.48,65.73,65.5,63.5,45.31,54.05,44.41,50.83,58.41,62.24,58.05,58.77,36.86,35.35,36.45,56.25,55.41,65.63,48.86,61.49,57.74,62.93,56.87,53.28,50.35,63.27,63.88,68.4,76.03,82.87,84.28,85.95,82.43,83.15,83.69,83.77,85.59,88.08,87.75,84.61,83.07,81.04
603110.SH,东方材料,染料涂料,99.64,99.61,99.54,99.69,99.64,99.51,99.49,99.46,99.59,99.31,99.38,99.59,99.64,99.56,99.69,99.69,99.67,99.67,99.72,99.72,99.64,99.56,99.61,99.64,99.59,99.51,99.46,99.43,99.38,99.49,99.13,99.0,99.05,98.9,99.0,98.87,98.3,98.18,98.18,98.95,98.79,98.84,98.77,99.05,98.74,99.1,98.87,98.79,98.79,98.82,98.84,98.69,98.69,98.41,98.23,98.02,98.23,98.18,98.12,98.28,98.2,98.23,98.25,98.23,97.77,97.79,97.89,97.89,97.69,98.38,98.28,98.38,98.84,98.77,98.95,98.95,98.74,98.87,98.72,98.87,99.13,99.23,99.08,97.46,96.81,96.17,96.02,96.02,94.94,94.94,95.66,94.94,60.6,59.11,90.6,84.64,83.51,77.91,64.06,64.81,69.87,70.61,72.64,66.5,57.9,50.48,45.98,56.56,37.22,20.7,20.73,18.57,10.61,11.53,8.86,5.63,6.19,6.11,3.7,3.31,3.96,6.24,6.55,4.06,3.34,5.52,5.78,5.6,3.98,4.34,4.03,3.49,4.65,3.7,3.08,4.21,5.09,5.55,4.98,5.14,5.93,6.63,5.88,7.78,7.73,6.6,7.86,5.93
688169.SH,石头科技,家用电器,99.61,99.87,99.77,99.72,99.77,99.77,99.74,99.59,99.46,99.61,99.74,99.74,99.74,99.33,99.33,99.18,99.43,99.72,99.67,99.79,99.28,99.31,99.41,99.2,99.36,99.38,99.02,99.08,98.61,98.74,98.66,98.79,98.38,98.2,97.61,98.25,98.2,98.54,98.82,98.97,99.05,98.51,98.61,98.56,98.64,98.54,96.46,97.41,97.33,96.22,95.99,96.22,96.48,97.77,96.92,97.84,97.35,98.43,95.53,94.79,97.25,97.02,96.02,93.6,92.68,92.76,94.09,94.53,94.58,96.48,95.97,96.74,96.12,95.53,95.66,96.22,96.28,96.69,96.22,96.1,93.91,92.7,92.7,91.27,89.34,89.29,90.5,90.86,94.07,93.17,92.58,91.57,89.65,92.53,91.04,82.94,82.1,84.48,76.91,82.25,83.0,83.23,78.73,78.09,82.87,75.24,76.52,71.46,49.4,49.47,30.08,36.19,27.72,31.16,37.86,52.35,49.78,27.49,28.36,18.24,26.3,24.04,22.45,27.49,28.1,32.98,38.45,39.07,49.04,47.11,43.41,44.39,49.99,79.04,80.91,83.46,80.35,76.47,80.35,69.79,63.4,67.74,65.35,63.63,29.08,28.41,24.4,19.16
300850.SZ,新强联,机械基件,99.59,99.41,99.59,99.64,99.59,99.72,99.59,99.54,99.61,99.79,99.51,99.49,99.46,99.2,99.23,99.67,99.56,99.59,99.69,99.67,99.67,99.51,99.56,99.59,99.64,99.59,99.72,99.79,99.59,99.31,99.51,99.67,99.61,99.59,99.69,99.72,99.85,99.85,99.85,99.9,99.51,99.54,99.46,98.38,96.63,95.27,94.3,93.48,94.4,92.99,93.35,93.91,91.63,95.02,94.3,95.4,94.86,94.73,94.61,93.86,94.14,95.71,94.89,43.31,24.81,6.76,6.65,4.62,5.88,6.76,6.42,6.52,7.14,4.42,3.88,3.39,3.16,2.57,3.62,5.24,5.86,4.52,4.01,3.54,3.39,3.78,5.55,6.34,21.32,9.27,7.83,3.65,4.68,1.54,1.21,0.98,0.57,0.8,0.44,0.57,0.85,1.28,1.93,3.9,6.7,10.3,7.63,9.94,12.61,7.22,5.45,6.73,2.85,3.03,3.78,4.6,4.32,6.27,4.19,6.99,11.71,21.58,24.22,24.15,18.11,21.37,26.53,30.54,26.64,18.85,25.04,30.52,42.15,34.68,27.84,20.55,32.88,55.02,61.39,58.52,61.11,62.14,61.03,75.47,67.89,66.12,78.4,78.73
002756.SZ,永兴材料,特种钢,99.56,99.59,99.49,99.54,99.61,99.54,99.41,99.33,99.26,99.38,99.26,99.51,99.43,99.61,99.72,99.64,99.38,99.18,99.36,99.31,99.43,99.28,99.49,99.46,99.82,99.82,99.77,99.46,99.64,99.67,99.72,99.72,99.72,99.67,99.67,99.56,99.54,99.72,99.79,99.79,99.85,99.87,99.85,99.82,99.77,99.77,99.72,99.59,99.61,99.74,99.79,99.74,99.85,99.82,99.85,99.85,99.82,99.77,99.82,99.82,99.77,99.77,99.77,99.77,99.74,99.61,99.61,99.59,99.49,99.56,99.54,99.59,99.54,99.54,99.31,98.69,98.59,98.41,98.66,98.59,98.25,98.46,98.48,98.1,97.17,97.48,96.99,97.97,98.23,97.79,96.12,95.56,94.5,93.19,91.78,91.16,89.98,84.13,81.94,81.17,86.0,83.15,83.48,85.23,75.73,81.04,75.37,87.26,89.85,80.97,81.2,88.29,86.59,87.98,87.98,86.87,87.03,84.1,87.82,88.31,90.47,92.76,95.35,95.68,92.88,94.3,94.89,95.84,95.09,92.83,93.4,91.81,93.78,91.11,92.65,95.15,96.43,97.07,96.92,97.23,96.17,97.25,97.15,97.59,97.71,97.69,97.82,98.07
603185.SH,上机数控,电气设备,99.54,99.49,99.41,99.41,99.2,99.13,99.15,99.51,99.49,99.43,99.54,99.28,99.31,99.43,99.54,99.49,99.46,99.56,99.49,99.61,99.69,99.43,99.36,98.97,98.84,99.0,99.41,99.67,99.46,98.95,98.64,98.36,98.41,98.18,98.38,98.0,98.15,98.51,98.15,98.61,98.54,98.48,98.25,97.74,95.48,94.61,92.6,92.81,92.55,94.43,93.94,93.86,94.73,96.04,95.86,95.68,96.74,96.71,97.17,97.46,97.15,98.15,97.61,96.97,97.48,97.1,96.97,97.15,98.12,98.74,98.56,98.95,98.74,98.64,98.46,97.69,97.69,98.18,97.69,96.97,96.51,95.92,94.32,92.55,87.98,90.65,92.78,93.01,92.94,89.78,87.62,88.93,90.68,91.24,88.85,88.34,85.67,81.43,78.96,80.04,85.13,86.08,84.61,84.31,83.38,84.56,82.69,84.66,85.31,82.89,84.64,93.01,93.14,93.04,92.73,92.29,90.86,86.82,84.2,80.79,79.73,83.79,78.99,84.43,79.12,86.0,87.49,78.58,70.74,74.08,81.53,89.62,90.24,90.78,89.98,92.42,93.42,93.3,93.73,93.66,94.53,95.84,96.76,97.17,97.17,97.1,97.51,96.33
002245.SZ,蔚蓝锂芯,电气设备,99.51,99.51,99.46,99.38,99.33,99.15,99.08,99.23,99.0,99.08,98.92,98.87,98.95,99.31,98.97,99.13,99.05,98.66,98.77,98.74,98.9,99.13,99.18,99.33,98.9,98.05,98.46,98.61,98.82,99.08,99.28,99.23,99.31,99.38,99.23,99.15,99.1,99.05,98.66,98.38,98.1,98.43,97.77,98.28,98.54,98.77,98.61,98.74,98.77,99.08,98.72,98.2,98.36,97.82,97.84,97.3,97.61,97.74,97.56,98.2,98.43,98.38,98.15,97.84,98.33,98.02,97.79,97.3,97.35,97.33,98.05,98.15,98.0,96.04,93.73,89.49,87.67,88.52,91.55,92.5,93.14,94.01,94.35,92.47,90.39,85.28,91.83,95.99,96.12,94.45,92.78,94.01,95.4,96.02,95.84,94.79,92.5,93.4,92.24,88.34,92.47,93.27,94.5,95.3,95.84,95.97,95.63,96.22,97.15,96.53,96.58,96.63,96.3,96.46,96.12,96.53,96.35,96.2,96.56,96.22,94.53,95.22,96.58,96.35,95.22,95.45,95.86,94.97,95.66,95.35,95.35,96.58,96.79,95.92,96.84,96.97,97.38,97.64,97.51,98.07,97.89,97.48,97.12,96.87,97.02,96.81,96.35,97.61
603267.SH,鸿远电子,元器件,99.49,99.54,99.51,99.33,99.05,98.56,98.72,99.18,98.15,98.92,97.95,97.46,97.43,96.28,96.94,97.38,98.66,98.25,97.71,97.66,96.61,97.28,97.74,97.07,96.89,97.53,97.46,97.12,96.84,97.07,97.23,97.46,98.05,97.05,97.1,97.23,96.56,95.92,96.97,97.53,96.58,96.4,95.48,95.58,95.99,96.43,96.25,95.3,95.35,96.46,95.22,95.27,96.2,96.3,93.6,93.55,93.45,94.01,95.4,94.66,93.01,88.21,90.52,88.21,86.08,87.85,88.65,87.57,88.21,89.67,90.6,92.4,89.78,88.42,89.44,91.52,92.68,92.22,90.08,90.78,88.98,86.72,83.17,79.99,77.83,76.14,74.88,69.74,67.27,55.92,58.49,50.01,56.82,62.34,61.08,57.98,38.84,37.27,49.73,51.07,58.59,54.46,37.35,20.58,12.84,21.86,21.78,27.41,27.36,25.3,41.84,58.64,59.67,47.16,60.65,47.16,48.99,52.07,55.02,48.01,39.76,60.67,67.17,62.34,47.34,57.36,57.44,60.7,59.18,60.36,63.4,68.87,73.21,79.91,78.47,79.42,72.46,84.61,83.59,78.01,76.57,74.42,67.45,77.34,79.76,73.0,71.69,70.31
002709.SZ,天赐材料,化工原料,99.46,99.43,99.56,99.51,99.56,99.74,99.64,99.61,99.77,99.72,99.67,99.15,99.23,99.13,98.9,98.9,99.02,98.87,99.18,99.33,99.33,99.36,99.05,99.31,99.43,99.54,99.54,99.72,99.33,99.15,99.46,98.97,98.18,97.59,96.51,95.45,97.2,97.84,97.64,96.58,96.3,97.1,96.97,95.84,94.22,93.53,93.96,92.65,94.19,95.35,95.02,96.63,97.74,98.18,97.79,97.97,97.07,97.33,64.86,59.41,68.23,77.06,59.52,41.77,45.0,41.0,41.05,30.31,22.19,47.21,64.42,75.65,76.21,75.6,64.53,53.92,48.39,63.14,77.14,83.1,84.0,85.36,87.77,88.9,86.95,77.47,73.41,80.17,79.01,68.28,52.92,52.81,66.76,57.67,59.95,69.0,63.83,67.07,59.83,64.78,64.29,56.9,52.92,37.76,28.26,42.54,28.2,41.43,54.43,62.63,42.2,53.04,24.89,20.83,35.55,41.97,36.96,28.69,27.15,33.16,49.65,60.49,53.63,62.63,45.0,54.97,68.53,67.84,66.3,55.74,60.93,74.78,75.6,71.54,79.63,83.53,85.9,88.08,85.23,86.26,86.57,86.69,87.85,87.28,87.77,82.56,85.1,80.55
002466.SZ,天齐锂业,小金属,99.43,99.56,99.43,99.23,99.23,99.2,98.51,97.41,97.89,98.51,98.54,99.18,98.51,98.74,98.64,98.48,98.84,98.74,98.84,98.56,98.69,98.2,98.54,98.72,98.97,99.05,99.1,98.9,99.0,99.02,99.33,99.13,98.72,98.23,98.07,97.69,98.12,98.48,98.41,98.56,98.51,98.41,98.12,98.07,97.51,97.48,98.23,95.84,97.3,98.56,98.74,98.64,98.79,98.59,98.46,98.12,98.92,98.84,98.87,99.1,99.31,99.18,99.18,98.64,98.43,98.46,98.79,98.92,98.9,99.36,99.08,99.15,99.23,98.92,99.13,98.61,98.64,98.64,98.9,98.3,98.59,98.87,98.9,98.64,98.48,98.0,96.66,98.2,97.97,96.71,95.68,94.12,93.76,95.17,95.35,95.92,95.66,96.17,94.99,93.06,94.07,94.63,95.71,95.76,95.22,92.99,87.95,86.93,88.49,82.22,69.07,85.8,77.7,73.65,75.57,82.74,85.18,84.79,85.18,84.2,83.59,86.64,92.86,95.38,93.71,94.84,96.56,96.3,95.56,94.35,94.89,92.45,95.09,95.2,95.76,97.17,97.51,98.36,98.3,98.66,98.59,98.79,99.18,99.43,99.31,98.97,98.9,98.74
600346.SH,恒力石化,化纤,99.41,98.92,98.51,98.9,98.95,99.05,99.1,98.56,99.08,99.23,99.33,99.38,99.0,99.26,98.95,98.79,98.48,98.23,98.25,98.25,97.79,97.89,98.02,98.15,98.0,98.25,98.51,98.95,97.79,98.15,98.3,98.41,98.0,96.43,95.07,93.68,95.79,95.61,95.53,96.53,95.99,95.99,96.35,96.28,94.79,94.58,93.14,94.17,95.12,94.79,95.43,95.02,95.81,95.61,95.58,95.79,95.56,96.43,96.48,96.04,94.97,93.55,94.32,94.4,90.06,86.51,84.97,81.97,84.25,84.02,84.82,82.64,83.17,81.76,80.97,80.3,84.02,79.76,78.86,70.0,79.86,82.46,77.83,76.83,75.29,75.62,78.45,75.57,65.63,60.67,60.88,49.78,44.98,35.53,43.72,42.1,35.6,35.11,32.52,34.34,34.96,38.68,37.25,36.04,27.82,18.85,11.89,10.58,9.45,6.88,8.78,14.67,11.17,6.76,5.99,6.06,7.73,5.55,6.27,7.73,6.55,13.74,10.07,10.97,10.71,8.99,6.29,11.76,8.43,5.32,3.65,3.85,7.04,6.94,9.02,13.97,10.07,10.74,10.25,11.02,9.35,10.33,10.81,13.02,12.51,12.3,13.28,8.27
600399.SH,抚顺特钢,特种钢,99.38,99.36,99.38,99.46,99.28,99.08,98.74,98.77,98.77,99.05,99.02,99.1,99.15,99.15,99.13,99.41,99.54,99.41,98.87,98.95,98.82,98.64,98.41,98.2,98.02,97.25,98.0,97.53,96.69,97.02,97.43,97.64,97.84,97.89,98.05,97.53,96.74,98.0,98.48,98.46,98.18,98.25,98.18,98.46,98.59,98.43,98.69,98.48,98.59,98.64,71.72,98.66,98.82,98.3,98.18,97.92,97.89,97.3,97.38,95.92,95.35,93.53,94.76,92.27,92.65,94.12,92.81,89.96,90.26,89.78,90.19,89.57,90.29,85.23,84.87,89.34,89.49,90.24,90.37,91.91,90.39,88.11,85.46,86.28,83.46,83.79,86.03,85.87,82.84,79.84,81.76,75.39,79.32,83.05,78.89,83.28,83.97,80.81,76.68,80.14,83.1,83.97,76.7,76.78,69.43,76.14,78.68,81.27,72.44,65.99,65.5,71.82,81.79,84.59,85.95,86.18,83.69,82.84,88.34,90.03,87.08,90.55,90.6,90.57,88.08,89.65,93.19,91.65,90.24,90.78,91.27,89.01,87.82,87.62,90.7,92.63,93.22,95.35,95.63,95.76,94.07,94.27,94.19,94.99,95.43,95.81,95.17,95.43
000301.SZ,东方盛虹,化纤,99.36,99.38,99.36,99.49,99.54,99.49,99.56,99.31,99.56,99.64,99.69,99.67,99.69,99.72,99.77,99.77,99.69,99.61,99.64,99.56,99.46,99.46,99.43,99.28,99.08,99.1,99.26,99.23,98.9,98.87,98.95,99.46,99.41,99.28,99.15,99.18,99.15,99.08,99.13,99.33,99.31,99.43,99.49,99.36,99.28,99.36,99.31,99.38,99.46,99.41,99.43,99.41,99.49,99.38,99.38,99.43,99.41,67.4,63.16,62.39,65.84,66.35,67.79,67.56,69.07,67.12,65.37,98.64,98.18,98.66,98.38,97.97,97.84,98.23,98.05,96.87,96.76,97.3,97.23,96.43,96.4,97.23,96.84,96.58,96.3,96.81,97.23,96.94,96.2,96.33,95.79,95.02,93.78,92.68,95.3,97.07,98.3,98.02,97.74,98.0,98.51,98.12,97.35,97.3,97.15,96.74,95.92,95.97,95.35,93.09,94.81,95.71,97.53,95.53,94.07,93.99,94.73,94.55,93.81,93.68,94.35,95.09,95.94,94.58,93.42,91.47,86.46,89.83,87.9,88.44,88.16,90.08,91.88,90.14,93.6,94.17,92.68,94.45,93.27,95.2,96.33,96.63,97.41,97.74,97.89,97.84,98.1,98.0
000799.SZ,酒鬼酒,白酒,99.33,99.46,99.61,99.67,99.72,99.69,99.54,99.82,99.72,99.59,99.49,99.2,99.28,98.79,98.74,98.54,97.79,98.18,97.79,96.48,95.66,94.97,96.58,95.48,95.94,96.2,97.48,97.51,95.86,95.3,95.5,96.53,96.92,97.07,97.48,98.05,97.82,98.05,98.59,98.66,98.46,98.64,99.1,99.02,98.0,98.33,98.02,97.79,98.28,98.2,98.0,97.77,97.69,98.43,98.51,98.28,98.25,98.28,98.36,98.59,98.59,98.64,97.84,97.17,97.2,97.89,98.28,98.48,98.61,98.72,98.82,98.46,98.9,98.74,98.82,98.82,99.0,99.05,99.02,99.08,98.9,98.84,99.02,98.87,99.0,98.51,98.23,98.38,98.15,98.56,98.69,98.72,98.77,98.15,98.69,97.92,97.74,98.0,97.69,96.38,95.79,95.5,94.37,92.29,90.06,91.04,84.61,78.58,72.85,64.83,52.56,74.85,82.74,86.69,85.8,84.87,82.79,83.59,64.06,69.71,80.58,73.57,56.87,65.86,62.91,55.25,52.04,53.99,62.21,67.45,62.6,72.51,76.55,85.26,83.82,88.0,88.85,82.17,82.07,86.39,87.13,87.59,88.08,90.24,89.98,89.42,83.95,84.92
601456.SH,国联证券,证券,99.31,99.26,98.77,98.1,96.76,94.58,91.6,88.52,81.58,76.39,68.58,72.05,68.46,58.75,62.57,66.38,59.47,61.47,67.09,50.06,56.46,52.63,44.23,32.03,26.05,28.36,25.46,35.4,30.85,26.69,31.39,35.22,29.44,36.19,40.56,72.62,71.26,70.51,66.81,66.79,64.4,65.58,65.55,68.15,70.64,44.39,42.31,40.2,42.9,46.01,41.84,35.5,35.35,32.55,40.74,40.87,46.34,34.04,34.29,52.94,63.37,57.23,50.76,41.28,29.8,40.82,34.68,32.73,49.76,49.04,42.05,49.6,65.43,54.76,37.48,30.11,32.19,34.47,27.64,25.33,13.49,6.94,8.01,10.4,9.63,9.81,12.97,10.63,8.04,9.07,11.2,12.15,8.3,8.12,7.45,8.32,9.3,14.98,11.69,11.15,10.84,6.76,4.55,6.22,4.78,5.42,4.93,5.16,6.37,5.37,7.86,15.18,14.13,12.72,10.74,10.99,12.3,16.16,14.95,14.74,17.52,14.1,11.05,11.76,14.49,14.62,14.0,19.7,21.29,20.06,19.45,20.6,23.79,26.82,27.49,36.04,33.47,34.16,28.69,31.0,31.0,32.29,33.52,30.21,37.63,43.92,47.68,36.42
603799.SH,华友钴业,小金属,99.28,99.23,99.15,98.87,99.26,99.43,99.43,99.2,99.23,99.26,99.13,99.54,99.56,99.46,99.51,99.36,99.23,99.31,99.33,99.13,99.26,99.0,98.69,98.46,98.64,98.97,99.0,98.92,98.54,98.36,98.12,98.1,97.79,97.92,98.23,97.64,98.28,98.72,98.79,99.0,98.92,99.0,99.05,98.95,98.87,98.97,98.79,98.61,98.92,99.0,98.87,98.72,99.05,98.84,98.79,98.61,98.72,97.97,98.18,98.0,98.28,98.56,98.38,97.97,97.92,97.59,97.71,96.51,95.56,96.58,96.51,97.33,97.38,97.64,97.61,97.48,97.38,97.15,97.82,97.95,98.07,98.18,98.33,98.28,97.64,97.1,96.1,97.12,96.53,95.35,94.09,93.53,94.71,92.96,88.59,91.96,92.45,93.12,90.5,88.93,94.43,92.7,89.78,89.19,88.65,89.75,85.97,88.75,93.89,91.73,92.47,93.17,91.81,91.37,93.73,93.5,90.98,87.41,82.97,82.87,74.34,83.12,80.17,82.92,63.29,65.19,69.38,76.34,70.33,63.27,65.91,60.18,65.99,60.29,69.12,79.94,85.77,82.74,79.22,87.62,86.36,89.78,93.94,95.12,94.04,91.24,91.83,90.29
002460.SZ,赣锋锂业,小金属,99.26,99.13,98.92,99.02,99.18,99.31,99.23,98.25,99.02,99.28,99.41,99.43,99.38,99.51,99.28,98.92,98.92,98.69,98.72,98.82,99.1,98.56,98.77,98.51,98.79,99.2,99.13,99.2,99.13,99.05,99.1,98.72,98.36,98.12,97.71,97.84,98.23,98.66,98.64,98.64,98.25,97.61,97.69,97.71,97.82,97.3,97.56,96.1,97.02,97.82,97.61,97.2,98.02,97.61,97.35,96.07,96.33,95.81,96.2,95.58,96.12,96.71,95.56,94.01,94.53,94.53,94.17,93.27,92.94,93.35,93.58,96.46,96.07,95.86,94.76,93.22,93.6,93.45,94.84,95.74,95.68,96.74,96.81,96.25,95.25,93.55,93.5,94.91,94.79,93.27,89.98,90.57,92.47,88.9,85.92,87.57,83.61,83.59,73.54,72.39,82.46,79.66,81.69,81.61,77.78,78.4,71.62,78.78,81.51,74.8,76.62,84.23,78.99,78.04,84.54,88.36,91.04,84.64,86.23,82.28,84.48,88.29,90.73,88.62,80.55,83.51,83.92,89.85,83.15,74.54,73.31,74.36,79.78,73.34,81.25,89.11,91.81,94.17,93.5,94.19,92.6,94.58,94.84,97.07,96.76,95.12,94.22,93.19
601908.SH,京运通,新型电力,99.23,99.15,98.61,98.25,97.95,97.46,97.71,97.51,96.99,97.51,97.38,97.3,97.3,97.89,97.61,97.17,97.46,97.95,98.0,98.23,98.43,98.61,98.56,98.25,98.1,97.51,96.56,96.81,97.25,96.15,96.46,96.76,95.89,97.02,97.41,98.72,98.38,97.69,97.17,97.28,96.79,97.07,95.81,93.91,94.5,93.63,90.75,93.09,91.24,92.22,91.52,93.09,93.09,94.58,93.4,92.19,91.68,92.32,93.37,93.96,94.68,95.61,93.06,91.04,89.73,90.34,90.93,89.85,91.73,91.42,90.5,92.14,91.27,91.34,87.08,84.87,86.13,87.31,87.03,91.04,90.42,89.78,89.21,86.72,85.23,86.51,83.43,81.22,82.94,73.8,64.65,47.62,49.99,68.76,75.08,80.5,77.37,71.95,56.87,41.1,54.28,54.61,36.17,28.54,15.41,9.4,6.88,3.75,6.09,7.37,10.56,19.14,27.23,21.65,35.58,46.49,39.61,32.26,52.58,42.33,24.71,48.7,63.52,63.34,46.52,60.93,62.98,73.62,72.82,63.16,65.81,69.64,65.22,64.42,62.88,69.51,69.18,67.12,65.43,70.07,75.19,79.86,83.89,86.44,86.98,84.9,85.74,85.59
000615.SZ,奥园美谷,区域地产,99.2,98.43,98.87,98.97,99.15,99.26,99.51,99.43,99.36,99.2,99.31,99.41,99.59,99.67,99.82,99.85,99.79,99.85,99.87,99.85,99.79,99.79,99.64,99.56,99.61,99.72,99.74,99.69,99.69,99.82,99.87,99.87,99.9,99.82,99.72,99.74,99.74,99.79,99.82,99.67,99.77,99.9,99.87,99.87,99.87,99.87,99.9,99.9,99.9,99.9,99.9,99.87,99.79,99.85,99.87,99.9,99.87,99.87,99.9,99.9,99.92,99.92,99.95,99.95,99.95,99.95,99.95,99.97,99.95,99.95,99.95,99.95,99.97,99.97,99.97,99.95,99.95,99.95,99.95,99.97,99.97,99.97,99.97,99.97,99.92,99.87,99.92,99.92,99.79,99.72,99.82,99.79,99.82,99.77,99.69,99.72,99.61,99.54,99.61,99.56,99.59,99.51,99.54,99.13,98.66,98.2,97.23,98.1,97.84,96.94,97.48,97.35,95.86,95.74,96.04,94.76,91.75,92.83,91.83,88.95,93.01,94.27,93.17,93.3,91.06,84.15,79.81,75.91,76.83,76.7,72.31,72.64,71.26,67.04,61.7,59.34,56.92,61.26,63.68,65.48,67.58,69.0,75.67,80.17,79.04,74.98,72.26,72.16
