,NAME,INDUSTRY,2021/6/30,2021/7/1,2021/7/2,2021/7/5,2021/7/6,2021/7/7,2021/7/8,2021/7/9,2021/7/12,2021/7/13,2021/7/14,2021/7/15,2021/7/16,2021/7/19,2021/7/20,2021/7/21,2021/7/22,2021/7/23,2021/7/26,2021/7/27,2021/7/28,2021/7/29,2021/7/30,2021/8/2,2021/8/3,2021/8/4,2021/8/5,2021/8/6,2021/8/9,2021/8/10
002244.SZ,滨江集团,区域地产,10.44,11.87,11.39,26.6,35.53,34.0,48.36,52.97,42.08,33.7,26.42,51.3,52.91,50.56,56.73,45.36,38.13,38.37,33.2,27.98,42.93,32.46,30.42,26.92,24.75,22.39,24.22,23.93,31.51,27.19
002390.SZ,信邦制药,中成药,10.41,14.26,11.63,7.6,3.71,5.17,4.03,2.7,3.5,2.81,6.62,8.21,4.82,8.11,13.73,4.4,3.66,2.15,1.48,1.3,2.28,7.07,23.48,36.78,70.48,56.33,67.44,76.6,75.09,81.13
300142.SZ,沃森生物,生物制药,10.39,11.16,20.27,12.22,5.46,17.65,52.65,58.19,61.16,75.41,76.47,83.02,92.98,93.06,92.61,93.88,93.16,91.89,85.59,93.3,92.87,96.26,97.24,98.33,99.26,98.49,98.44,96.61,96.74,96.13
600157.SH,永泰能源,火力发电,10.36,4.69,6.49,8.24,10.84,11.16,11.23,16.53,16.61,25.23,20.27,28.06,51.93,60.57,50.87,50.58,35.37,58.82,74.43,76.74,77.64,72.71,83.92,85.85,89.37,85.43,84.92,84.74,81.96,76.82
603566.SH,普莱柯,生物制药,10.33,17.46,26.29,25.94,8.35,12.29,12.27,16.51,20.64,23.08,47.62,74.22,67.33,20.67,32.72,10.33,16.0,11.82,31.35,18.36,42.66,29.92,7.31,8.11,9.51,4.56,4.0,2.76,4.48,5.11
002063.SZ,远光软件,软件服务,10.31,7.02,6.44,5.99,5.75,3.21,2.84,1.83,2.01,2.52,2.17,1.91,2.49,1.64,1.7,1.35,1.22,1.19,1.62,11.16,13.91,24.3,36.06,40.86,32.99,48.57,39.72,35.77,32.25,25.41
603916.SH,苏博特,化工原料,10.28,6.2,6.39,4.98,7.0,8.03,12.19,11.0,17.62,17.81,19.98,34.31,39.14,23.95,13.7,22.5,27.93,19.93,22.47,21.3,20.56,16.22,14.39,49.55,54.53,50.93,39.83,44.41,62.37,68.57
603301.SH,振德医疗,医疗保健,10.25,16.91,19.4,12.88,12.03,13.38,10.49,13.43,10.89,17.44,33.52,39.37,61.1,52.6,55.11,58.06,21.65,11.16,6.09,9.43,23.13,14.41,23.9,17.38,31.29,24.19,23.69,14.12,16.0,11.16
000975.SZ,银泰黄金,黄金,10.23,46.74,58.06,44.62,24.83,19.87,10.6,14.76,5.64,16.22,12.03,51.54,48.54,43.91,63.88,52.52,42.02,54.53,62.22,57.47,45.42,38.47,32.64,27.93,13.62,15.5,17.83,16.0,9.3,11.74
002503.SZ,搜于特,服饰,10.2,7.82,21.52,13.43,16.96,15.1,10.55,17.22,14.89,25.44,18.07,13.7,7.13,7.6,8.45,10.47,9.09,44.78,80.6,76.89,88.37,80.13,68.2,75.6,80.23,70.91,65.77,58.35,54.61,51.22
600039.SH,四川路桥,建筑工程,10.17,12.16,12.06,11.18,18.02,29.2,14.12,28.99,26.5,51.75,72.36,72.28,79.39,73.29,59.04,61.21,49.71,45.87,49.58,46.71,52.01,39.45,49.34,52.57,58.77,50.56,56.92,55.48,64.79,78.54
002712.SZ,思美传媒,广告包装,10.15,5.94,8.08,13.04,13.73,7.02,8.32,10.81,15.21,12.43,15.39,14.86,16.56,17.99,22.44,24.3,29.94,28.86,24.8,17.7,20.46,29.65,23.13,23.34,22.81,19.26,18.07,11.98,11.63,14.28
000401.SZ,冀东水泥,水泥,10.12,23.95,23.56,27.61,35.64,39.08,26.79,26.21,14.12,12.67,20.32,31.32,27.72,40.01,49.39,49.95,57.5,55.99,57.98,57.95,68.76,53.15,44.89,56.01,55.51,52.57,61.1,59.99,75.54,73.29
300551.SZ,古鳌科技,IT设备,10.1,11.5,13.54,50.05,57.39,60.12,73.9,78.51,73.24,83.41,76.42,80.95,80.6,79.49,75.54,74.56,76.71,85.32,89.32,89.67,87.39,86.72,84.39,74.24,63.28,60.73,52.04,34.61,40.33,38.13
000798.SZ,中水渔业,渔业,10.07,9.54,14.65,11.71,17.38,19.82,14.15,20.72,16.83,13.49,17.83,24.77,19.79,25.44,18.39,24.01,19.13,22.92,19.1,14.15,12.64,14.1,22.5,28.22,33.97,30.47,40.06,34.31,45.76,62.03
002763.SZ,汇洁股份,服饰,10.04,8.45,11.98,13.09,18.81,7.87,66.3,60.17,80.76,90.89,93.38,93.91,92.5,78.4,74.03,72.73,68.84,51.3,40.73,14.28,24.4,17.3,23.71,21.46,15.71,32.41,37.81,34.74,17.04,8.56
600603.SH,广汇物流,仓储物流,10.02,7.5,8.35,7.95,8.13,6.12,6.84,7.26,31.24,32.11,33.04,41.04,37.63,35.53,28.62,34.05,32.17,33.44,32.22,32.38,31.16,23.79,22.31,17.54,14.02,16.38,20.83,18.71,20.14,19.05
002730.SZ,电光科技,电气设备,9.99,3.07,6.52,4.5,3.66,2.68,2.52,2.2,1.7,1.93,1.83,2.25,1.75,2.04,3.23,2.41,2.62,2.41,6.17,5.14,21.12,42.85,24.03,33.44,45.76,51.75,78.35,81.19,90.01,88.31
600531.SH,豫光金铅,铅锌,9.96,11.76,13.83,21.09,23.21,30.05,24.38,43.96,37.97,45.28,44.2,64.1,70.14,68.95,66.72,69.05,71.78,74.8,82.19,82.72,80.87,81.29,79.54,75.33,65.55,66.38,60.44,73.34,75.57,75.17
600723.SH,首商股份,百货,9.94,9.99,7.26,7.39,8.29,8.93,11.47,11.31,13.17,16.16,19.18,22.58,21.6,34.15,34.26,37.97,44.89,47.11,51.06,35.11,50.45,42.18,44.28,23.69,24.19,21.44,56.81,66.38,67.89,73.16
603679.SH,华体科技,电气设备,9.91,8.9,10.65,13.75,11.23,7.0,9.43,4.37,4.35,5.94,5.27,6.09,5.09,6.65,4.88,5.41,5.19,8.0,37.89,56.28,54.77,52.54,43.27,40.73,32.64,42.79,51.67,68.34,66.0,65.85
002570.SZ,贝因美,乳制品,9.88,19.02,9.83,21.81,35.21,24.75,34.53,44.67,47.43,47.54,56.76,42.82,44.52,37.31,51.85,52.6,51.14,26.6,26.23,28.25,65.47,67.67,66.11,54.21,75.46,70.06,72.76,67.09,73.32,70.48
300061.SZ,旗天科技,互联网,9.86,10.28,45.05,23.82,18.76,24.93,74.46,46.53,68.42,64.79,83.17,66.03,11.29,42.32,41.31,17.81,63.83,37.18,11.76,9.59,19.13,49.76,26.39,55.11,40.49,39.32,4.88,10.41,13.88,7.6
002471.SZ,中超控股,电气设备,9.83,26.36,57.87,56.04,59.22,41.92,63.65,57.05,46.85,52.65,64.49,62.8,59.78,60.78,75.2,76.23,72.05,70.61,68.1,59.38,48.28,47.48,50.56,44.78,52.23,65.1,59.54,60.94,58.51,54.58
601012.SH,隆基股份,电气设备,9.8,5.03,6.33,8.64,9.54,25.2,26.23,10.2,2.7,2.76,3.92,9.88,3.31,2.78,3.37,88.16,78.27,73.66,68.23,39.88,59.91,72.15,67.14,64.28,64.39,61.42,62.27,56.09,42.58,46.45
300463.SZ,迈克生物,医疗保健,9.78,9.01,17.78,9.91,8.06,9.17,8.66,13.83,14.33,18.1,26.36,16.06,7.66,9.46,12.0,8.98,7.87,9.75,8.03,5.64,19.55,14.71,13.14,8.08,61.16,36.62,28.62,16.69,15.69,9.38
000966.SZ,长源电力,火力发电,9.75,2.65,5.22,9.72,32.25,13.14,24.01,25.57,16.19,70.77,93.19,89.37,84.58,59.43,30.71,32.59,47.16,14.76,28.7,42.45,20.4,43.96,36.96,48.97,6.97,12.16,9.57,9.06,7.66,1.59
600725.SH,云维股份,焦炭加工,9.72,13.04,3.37,16.67,20.3,46.24,31.69,51.8,35.08,38.31,53.76,28.01,28.25,42.16,39.77,34.47,28.27,22.44,66.0,45.65,58.85,55.64,59.51,25.49,18.42,17.33,25.52,49.36,52.62,46.61
600295.SH,鄂尔多斯,小金属,9.7,4.77,3.6,4.35,16.32,38.16,15.05,24.27,9.17,42.02,64.55,89.32,94.86,94.75,93.08,91.52,91.87,90.99,94.25,92.02,97.22,97.69,94.41,94.22,91.76,89.43,93.99,90.06,95.68,94.41
300238.SZ,冠昊生物,医疗保健,9.67,16.38,15.61,18.57,15.05,11.74,10.23,19.45,27.08,41.12,55.54,55.8,36.86,40.51,61.16,54.88,50.08,37.07,18.02,20.83,24.8,16.67,37.33,37.41,59.99,54.05,55.33,41.55,39.88,39.77
300783.SZ,三只松鼠,食品,9.64,16.88,10.57,7.5,6.44,10.1,14.86,13.94,9.43,12.48,5.88,6.94,18.44,6.49,17.97,20.54,7.53,6.2,5.43,4.9,6.28,6.47,18.87,26.87,29.23,21.41,17.3,18.73,42.9,40.75
603998.SH,方盛制药,中成药,9.62,12.59,19.69,12.03,30.74,19.16,21.54,23.77,26.15,30.76,28.43,29.86,26.68,19.18,27.19,29.92,27.21,28.99,30.39,34.68,36.04,18.76,24.11,28.01,22.71,24.27,30.02,25.36,26.82,27.85
002667.SZ,鞍重股份,工程机械,9.59,13.86,5.8,29.25,44.97,36.04,61.42,67.97,89.51,87.52,75.2,90.65,95.57,90.14,87.23,93.0,93.11,90.06,88.53,89.43,88.53,81.98,92.58,92.5,93.93,95.36,94.67,97.48,98.15,99.07
300206.SZ,理邦仪器,医疗保健,9.57,13.46,12.67,11.26,6.89,7.71,7.34,8.93,14.84,7.98,10.2,2.7,1.88,3.47,3.31,3.21,2.84,3.05,4.0,4.11,6.78,6.49,12.61,11.69,33.62,23.71,26.23,17.04,13.38,18.95
002372.SZ,伟星新材,其他建材,9.54,9.25,7.5,6.44,5.22,3.76,4.27,3.1,4.43,9.38,9.78,10.02,12.06,36.17,29.94,35.61,19.48,22.02,20.51,20.56,49.44,32.01,39.08,38.47,57.82,69.21,66.83,73.95,75.81,56.47
601021.SH,春秋航空,空运,9.51,8.11,7.05,6.81,7.07,5.88,5.94,9.41,9.7,11.21,17.38,14.71,15.77,65.13,62.11,42.42,31.66,33.17,30.74,33.36,34.13,19.74,13.96,18.2,16.75,12.64,19.95,12.19,15.71,11.34
600597.SH,光明乳业,乳制品,9.49,14.86,15.08,8.85,13.49,11.13,5.88,5.88,5.35,7.45,9.75,17.04,17.65,17.06,14.97,12.0,10.23,9.04,15.34,17.51,36.99,27.08,23.93,32.3,40.46,34.71,43.91,51.62,57.63,55.3
002324.SZ,普利特,塑料,9.46,11.1,19.1,10.97,7.18,5.46,3.66,3.97,3.05,2.41,4.43,5.56,4.85,8.66,9.86,7.87,11.66,7.18,13.62,22.47,47.67,62.69,60.25,59.78,69.53,69.16,68.57,69.21,78.25,78.78
000090.SZ,天健集团,建筑工程,9.43,25.97,26.97,23.64,31.58,27.0,23.66,25.23,16.93,17.73,19.77,18.1,23.45,26.18,22.66,19.55,27.69,21.22,17.99,23.4,33.02,25.78,21.97,17.22,23.29,21.28,33.31,29.25,37.23,34.13
603580.SH,艾艾精工,化工原料,9.41,23.24,64.55,75.97,83.36,69.02,49.84,46.58,49.87,46.85,52.94,42.69,33.94,31.53,29.44,35.16,31.19,37.73,40.65,36.78,29.23,22.44,17.3,10.76,8.35,14.97,28.75,30.15,30.79,36.27
600258.SH,首旅酒店,酒店餐饮,9.38,10.76,13.04,9.86,12.56,9.14,11.02,7.45,8.69,14.04,12.08,28.25,54.48,72.52,74.22,33.97,31.21,26.31,25.49,18.81,14.97,6.7,2.28,2.38,3.74,3.23,3.55,5.22,9.49,9.43
600529.SH,山东药玻,医疗保健,9.35,12.08,6.25,6.68,5.06,4.13,5.38,7.9,9.59,39.53,42.82,52.62,65.39,60.1,66.0,64.23,52.46,48.46,43.56,39.22,70.72,63.41,72.97,71.04,82.54,80.07,76.36,70.46,73.34,54.72
002019.SZ,亿帆医药,化学制药,9.33,15.08,11.84,5.7,4.53,7.13,6.6,7.07,8.37,7.95,11.31,6.47,3.95,5.25,5.33,3.58,4.27,3.39,5.54,4.93,5.25,2.68,4.16,4.48,13.59,7.92,8.72,10.12,17.54,22.39
600711.SH,盛屯矿业,小金属,9.3,4.32,4.69,20.88,34.34,64.47,65.66,85.45,84.92,91.47,90.75,93.27,95.47,96.0,93.88,94.46,94.33,96.08,96.42,96.1,95.28,95.65,94.94,90.81,82.88,82.96,83.31,77.5,67.97,44.62
603598.SH,引力传媒,影视音像,9.27,10.33,10.12,12.4,15.98,12.19,17.04,13.06,29.41,32.94,26.34,23.0,20.75,16.72,16.3,12.35,12.67,13.28,12.43,16.03,14.18,14.02,18.2,15.24,10.7,8.93,8.53,7.87,7.79,8.43
000650.SZ,仁和药业,中成药,9.25,37.52,47.51,20.67,24.48,5.03,25.86,32.25,38.5,10.65,31.85,17.49,27.24,10.1,9.22,21.28,65.02,67.91,23.98,16.8,16.11,11.37,22.55,44.7,51.78,64.68,54.74,47.24,58.88,61.61
000159.SZ,国际实业,石油贸易,9.22,13.17,31.88,36.54,34.26,46.69,49.34,60.86,67.91,40.06,73.71,78.56,90.04,90.09,90.62,93.91,96.45,95.36,95.71,96.66,96.29,95.2,94.17,93.83,92.1,91.73,87.71,89.03,92.5,97.06
600818.SH,中路股份,文教休闲,9.19,8.59,5.46,11.31,14.12,10.12,11.76,36.35,56.76,53.02,49.23,48.97,62.8,39.67,39.06,43.83,47.24,54.72,17.36,19.85,21.81,28.86,22.89,12.96,13.7,18.63,12.35,7.39,2.81,4.9
300677.SZ,英科医疗,医疗保健,9.17,78.99,86.35,79.17,78.8,88.74,84.55,91.6,85.88,87.07,87.94,91.94,90.83,86.06,88.95,85.59,80.15,57.98,13.86,5.91,17.54,21.22,53.34,58.03,75.09,62.9,57.26,24.38,36.12,31.05
300517.SZ,海波重科,建筑工程,9.14,11.0,13.8,20.64,22.15,57.0,51.43,52.91,52.89,87.31,84.95,83.6,85.11,86.41,87.1,87.02,88.58,82.83,86.17,88.34,89.37,86.91,88.47,96.05,95.15,90.75,94.14,92.74,92.34,82.03
000546.SZ,金圆股份,水泥,9.11,13.12,16.64,16.32,18.97,19.21,24.59,13.01,19.93,28.22,36.78,51.32,57.45,57.29,52.89,48.86,57.21,57.66,50.69,51.22,57.95,52.76,52.86,53.34,47.77,42.71,35.53,42.69,41.73,48.68
000581.SZ,威孚高科,汽车配件,9.09,5.67,5.41,4.29,4.13,4.37,19.45,23.21,23.85,19.63,15.98,18.63,21.17,20.06,24.46,31.64,48.57,57.02,54.29,63.65,64.47,56.97,54.21,60.33,59.46,56.36,58.8,61.66,70.14,72.28
603868.SH,飞科电器,家用电器,9.06,10.36,9.96,6.33,6.86,9.54,10.57,7.05,6.62,8.8,10.44,13.8,18.2,9.19,11.02,8.82,9.27,9.17,12.67,12.93,22.81,20.11,34.79,25.89,19.55,19.98,25.3,31.64,47.59,52.49
603838.SH,四通股份,陶瓷,9.04,8.56,6.68,7.74,8.27,8.32,9.51,11.79,16.11,35.77,59.49,59.49,49.5,83.15,90.83,82.72,79.57,77.16,79.46,81.43,86.86,76.02,74.22,72.87,68.68,66.4,72.36,69.61,69.9,58.9
600716.SH,凤凰股份,区域地产,9.01,13.7,13.41,17.44,29.12,25.54,22.76,22.84,15.74,20.19,19.16,25.41,45.55,53.76,43.99,50.21,48.01,42.08,49.95,45.1,61.1,42.32,41.2,32.59,35.48,31.16,38.02,40.81,46.66,46.93
603655.SH,朗博科技,汽车配件,8.98,11.63,17.54,16.43,15.13,21.7,19.69,14.49,24.93,8.77,7.23,3.63,6.15,19.21,16.83,29.94,33.47,32.96,39.45,63.7,76.58,66.83,60.86,56.49,39.37,52.52,52.81,60.41,62.16,86.78
000951.SZ,中国重汽,汽车整车,8.96,10.25,12.08,8.98,10.68,10.49,9.41,11.95,40.78,22.07,30.18,29.81,14.79,13.88,9.09,8.11,12.43,13.04,12.59,9.04,9.94,10.04,15.61,52.76,59.72,71.52,79.86,76.42,76.58,84.98
603615.SH,茶花股份,家居用品,8.93,9.59,7.1,6.62,7.71,7.29,7.39,7.21,11.34,11.02,16.03,10.94,16.91,13.57,10.31,12.27,12.56,10.57,11.21,4.03,8.69,14.39,19.95,27.69,25.01,29.28,24.19,29.7,31.9,42.71
000838.SZ,财信发展,区域地产,8.9,15.45,13.09,10.36,10.73,10.17,12.06,57.07,32.72,29.78,32.96,38.58,40.67,51.51,48.78,38.34,43.77,43.51,35.11,38.42,37.84,31.66,33.33,36.94,25.41,33.76,29.04,7.1,8.19,12.88
600338.SH,西藏珠峰,铅锌,8.88,9.19,29.07,56.76,59.27,73.18,69.69,78.7,94.52,97.59,98.54,98.81,99.07,99.36,99.15,99.36,99.74,99.84,99.79,99.58,99.34,99.39,99.31,99.6,99.47,99.5,99.74,99.79,99.79,99.5
002813.SZ,路畅科技,汽车配件,8.85,6.52,7.92,12.19,12.22,6.17,10.02,28.62,71.46,80.92,83.78,78.17,64.84,63.73,54.35,62.4,57.31,62.48,49.66,59.14,59.11,67.38,68.63,66.45,65.87,58.85,52.28,13.38,2.86,7.1
600201.SH,生物股份,农业综合,8.82,7.63,11.47,9.3,17.36,13.8,55.17,69.53,62.59,65.05,58.13,72.81,77.0,80.92,80.79,79.57,67.49,70.11,63.86,68.71,73.95,65.63,61.74,63.2,63.51,67.41,53.44,36.99,53.34,53.37
300770.SZ,新媒股份,影视音像,8.8,13.67,15.5,15.18,11.39,15.55,58.66,40.7,74.35,68.1,68.39,83.15,85.14,78.43,80.42,78.3,76.97,72.36,50.21,53.58,54.58,59.75,58.9,60.92,67.83,65.29,24.88,36.2,6.44,7.29
300013.SZ,新宁物流,仓储物流,8.77,10.55,10.15,21.38,22.26,10.6,9.01,9.11,4.61,5.83,3.47,2.28,3.02,3.05,6.78,15.32,13.43,10.36,10.63,11.34,10.65,11.39,15.29,12.29,10.78,11.05,13.67,8.64,12.69,23.29
002968.SZ,新大正,房产服务,8.74,5.46,13.94,10.78,8.43,12.08,49.44,53.84,43.67,51.78,47.19,50.64,54.0,67.3,62.37,62.24,51.75,45.92,47.67,42.42,60.86,62.75,49.79,60.73,69.98,58.51,22.15,18.63,17.14,33.49
600489.SH,中金黄金,黄金,8.72,15.37,19.18,26.31,30.05,28.96,22.13,35.35,20.61,22.87,23.9,28.64,36.17,33.6,36.01,31.21,36.88,44.14,48.36,57.53,48.94,41.81,39.11,33.86,20.54,25.44,31.13,29.52,24.03,24.48
000672.SZ,上峰水泥,水泥,8.69,13.57,9.11,9.04,11.26,11.84,10.07,11.76,6.31,4.05,3.1,3.82,4.88,9.35,13.78,19.82,32.49,36.12,31.19,34.13,29.09,17.97,22.39,54.77,49.79,43.43,57.79,60.84,78.33,77.05
002502.SZ,鼎龙文化,影视音像,8.66,24.19,11.13,27.74,26.02,44.54,20.77,55.59,48.83,48.75,59.35,49.52,56.68,31.96,34.53,40.28,56.94,49.28,51.25,65.98,83.7,79.7,68.44,70.01,74.46,75.94,74.19,66.69,88.45,91.36
600228.SH,返利科技,互联网,8.64,8.48,9.86,11.0,11.9,22.05,12.35,10.68,13.43,14.1,17.25,13.28,11.95,18.95,23.61,6.44,8.0,8.88,12.56,17.83,16.24,15.58,16.75,17.25,20.91,9.67,10.73,12.59,19.66,36.2
600645.SH,中源协和,生物制药,8.61,28.35,56.28,29.97,7.31,18.49,12.64,14.1,6.76,14.31,16.64,16.11,11.87,15.13,14.31,27.74,16.14,14.79,8.74,9.51,10.33,3.82,4.35,4.58,17.67,10.78,26.21,19.13,32.88,31.19
300729.SZ,乐歌股份,家居用品,8.59,26.15,19.34,21.99,27.85,25.73,16.0,14.47,19.98,35.8,43.69,23.29,15.71,6.62,5.25,4.24,3.31,5.62,8.51,15.21,11.18,5.62,14.81,19.32,17.3,30.21,43.83,33.6,46.71,46.03
603963.SH,大理药业,化学制药,8.56,20.83,10.94,15.0,24.19,35.37,24.27,36.2,25.25,36.78,40.59,42.02,34.79,29.89,26.71,29.7,34.61,31.29,21.49,30.39,22.15,10.63,18.23,19.77,24.99,23.29,27.64,23.56,27.29,22.5
601601.SH,中国太保,保险,8.53,8.51,5.78,4.45,6.36,4.0,3.44,4.5,3.39,4.66,2.6,13.49,14.68,25.23,14.89,14.33,24.32,27.74,24.22,18.44,39.3,19.1,29.86,37.36,25.78,23.48,34.31,36.91,58.06,52.44
600516.SH,方大炭素,矿物制品,8.51,8.69,11.37,17.73,19.48,28.25,34.21,48.38,46.4,64.04,25.6,47.56,50.05,42.63,80.71,80.34,78.67,79.39,84.9,83.6,89.93,89.19,87.36,83.6,85.9,86.7,83.97,82.03,80.02,73.21
300314.SZ,戴维医疗,医疗保健,8.48,11.45,22.5,20.03,23.71,22.31,26.92,37.41,24.3,24.14,44.94,35.27,40.49,41.76,55.48,63.14,41.89,29.92,30.6,20.99,78.01,75.54,71.91,71.36,82.49,73.53,73.29,71.97,77.05,72.81
600059.SH,古越龙山,红黄酒,8.45,6.68,4.72,2.89,2.23,4.4,7.45,8.51,9.01,6.68,18.15,20.01,20.38,38.24,38.5,46.53,40.04,29.81,20.11,21.57,24.43,22.89,24.46,29.44,25.86,22.55,20.43,25.86,26.87,33.84
600744.SH,华银电力,火力发电,8.43,2.28,2.57,3.26,10.39,18.6,32.75,55.62,35.06,71.89,90.41,84.76,84.63,67.81,59.8,62.56,74.7,62.64,66.72,74.51,67.25,75.12,75.23,80.45,42.24,23.0,10.78,8.8,7.39,1.35
300229.SZ,拓尔思,软件服务,8.4,7.95,14.71,20.06,12.45,14.1,26.84,12.8,48.97,59.25,40.91,41.89,49.36,87.36,86.51,90.99,92.98,90.09,85.74,83.49,82.91,84.29,82.83,80.02,89.06,88.05,79.97,84.84,68.92,66.56
603919.SH,金徽酒,白酒,8.37,4.29,3.05,2.41,1.88,6.09,10.86,19.13,20.88,18.02,41.12,44.78,44.2,49.68,58.8,61.31,59.25,41.6,33.39,29.57,48.62,29.33,24.64,33.55,23.16,14.39,16.08,24.75,19.34,24.85
603708.SH,家家悦,超市连锁,8.35,13.01,14.63,9.09,9.67,5.99,7.0,5.72,5.14,8.24,13.62,10.41,16.19,12.51,14.63,10.1,9.86,11.39,10.28,10.33,18.71,9.22,9.57,12.14,15.47,28.33,25.83,22.97,46.77,45.2
603983.SH,丸美股份,日用化工,8.32,14.44,9.43,12.53,5.8,3.87,3.07,2.46,2.52,3.76,4.53,4.58,3.18,2.99,2.76,2.25,3.02,1.8,1.99,1.78,2.36,1.46,1.96,1.59,3.26,3.68,3.66,3.26,3.42,2.54
002847.SZ,盐津铺子,食品,8.29,20.56,11.0,8.61,4.24,5.7,6.04,3.9,13.46,7.71,11.87,2.57,1.32,0.66,0.26,0.26,0.32,0.26,0.24,0.16,0.16,0.03,0.08,0.11,0.19,0.05,0.08,0.13,0.21,0.42
603033.SH,三维股份,橡胶,8.27,5.88,4.56,3.76,3.1,73.03,74.01,74.43,64.04,18.36,3.82,7.74,4.72,4.27,10.12,26.84,38.66,23.71,40.38,20.16,22.28,18.34,22.58,33.25,21.62,21.01,21.17,25.15,22.87,25.94
002378.SZ,章源钨业,小金属,8.24,6.12,6.65,24.27,49.44,76.84,69.4,85.74,79.84,79.57,88.92,89.16,88.98,92.08,86.72,87.97,86.09,88.0,86.8,80.23,75.41,84.82,82.54,73.03,53.79,54.24,52.44,60.44,72.47,80.82
300755.SZ,华致酒行,其他商业,8.21,6.04,5.03,7.34,2.57,4.5,13.83,8.85,6.47,7.21,11.74,6.15,7.63,7.47,15.16,14.39,10.04,8.4,9.3,6.65,8.53,8.27,10.81,5.83,8.9,8.8,9.64,8.16,8.9,8.9
000503.SZ,国新健康,医疗保健,8.19,10.44,11.08,11.23,12.43,11.5,10.39,12.93,14.31,39.03,25.52,21.36,21.78,26.84,21.01,24.83,23.53,26.89,36.3,36.59,36.59,27.9,30.47,37.76,46.32,44.01,44.49,37.33,38.92,17.94
600095.SH,湘财股份,证券,8.16,5.7,13.46,19.58,54.61,39.14,18.63,28.8,19.24,27.16,6.33,5.78,3.84,4.03,9.46,14.76,17.28,16.32,23.32,13.78,15.21,30.6,15.79,24.11,16.67,21.52,18.84,15.98,12.43,21.14
300737.SZ,科顺股份,其他建材,8.13,0.03,0.03,0.03,0.05,0.03,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,21.2,31.19,41.6,42.87,38.45,57.1,58.56,60.55,44.41
688266.SH,泽璟制药-U,化学制药,8.11,7.92,7.58,7.84,5.78,3.31,5.64,9.75,7.66,3.66,4.19,4.27,3.58,7.5,16.53,29.36,67.97,63.09,37.47,37.57,46.18,48.68,52.38,44.67,60.31,69.05,73.77,63.06,53.15,57.6
601872.SH,招商轮船,水运,8.08,4.45,8.45,9.38,17.54,9.72,6.39,3.44,1.88,1.67,1.54,0.79,0.87,1.17,1.06,0.79,8.77,9.22,7.07,10.04,11.39,13.65,6.28,7.05,6.41,7.18,10.33,18.26,28.3,24.51
600682.SH,南京新百,百货,8.06,40.3,50.24,50.58,36.78,40.59,40.22,52.12,41.63,21.65,56.94,65.92,61.13,58.69,55.62,55.59,53.82,19.05,19.42,20.35,34.39,12.08,6.89,8.69,12.22,11.74,16.56,13.8,22.13,25.33
300106.SZ,西部牧业,农业综合,8.03,6.54,22.52,22.47,66.61,56.23,30.66,39.75,38.66,52.78,60.04,64.18,49.39,62.85,57.42,68.89,73.56,67.41,76.63,78.01,97.16,95.18,89.3,90.51,94.04,92.79,93.48,90.59,92.82,93.88
600751.SH,海航科技,软件服务,8.0,2.97,1.4,1.25,1.35,2.23,2.62,3.31,2.33,3.9,2.49,2.54,5.43,2.84,3.71,59.14,79.65,73.79,76.13,63.99,70.8,67.41,77.87,76.79,66.67,72.81,87.86,84.15,83.55,81.48
300280.SZ,紫天科技,广告包装,7.98,34.21,23.9,32.83,49.21,32.91,35.56,74.03,69.0,75.94,77.24,73.34,79.65,75.81,73.4,65.21,69.58,51.27,56.2,52.31,24.88,7.26,7.47,6.12,4.95,7.07,4.11,2.46,3.15,3.23
600859.SH,王府井,百货,7.95,7.71,5.86,4.64,4.82,5.22,5.41,6.7,7.87,11.45,8.93,11.16,7.1,11.5,20.64,27.95,43.03,47.99,48.7,24.3,40.09,33.52,28.48,28.06,29.09,24.03,63.22,67.78,70.3,69.26
000558.SZ,莱茵体育,文教休闲,7.92,7.13,6.47,7.45,11.66,5.33,4.56,5.33,3.82,19.24,29.04,28.93,29.07,39.0,53.02,26.68,31.27,52.28,45.31,37.2,51.11,45.63,46.34,36.49,35.51,67.81,87.39,86.54,87.57,75.99
600690.SH,海尔智家,家用电器,7.9,10.6,7.98,5.33,7.34,8.37,9.27,15.18,16.72,53.95,45.28,58.32,58.48,75.07,69.32,66.77,60.47,50.32,53.13,41.26,52.65,18.81,50.24,64.79,73.85,68.15,74.24,67.25,72.66,59.14
603129.SH,春风动力,摩托车,7.87,5.33,5.7,3.37,5.35,6.01,4.19,2.49,11.84,25.91,35.9,24.88,14.63,23.53,31.37,30.92,17.14,24.38,14.1,10.23,18.81,14.52,10.12,26.34,20.03,12.93,17.44,8.11,9.78,6.36
002404.SZ,嘉欣丝绸,纺织,7.84,7.39,5.56,11.37,13.22,11.02,8.61,20.08,13.35,14.36,28.09,21.78,20.46,22.63,26.05,29.73,33.49,14.55,19.55,30.37,32.86,42.24,46.24,46.0,52.65,51.7,51.25,45.71,45.65,50.4
603661.SH,恒林股份,家居用品,7.82,8.8,14.84,11.63,13.06,11.18,12.37,12.19,10.94,15.95,21.2,19.29,19.69,30.13,30.37,43.22,42.87,41.49,25.94,34.37,33.81,23.61,27.48,20.24,25.36,26.6,25.81,19.48,32.41,29.68
