,NAME,INDUSTRY,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22,2021-09-23,2021-09-24,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-08,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-08
600339.SH,中油工程,石油加工,31.75,47.25,54.46,58.89,63.93,54.64,49.3,60.06,55.81,61.97,61.62,55.81,57.14,54.01,42.51,54.01,53.59,55.06,53.15,38.4,46.27,28.39,23.36,10.34,14.89,30.17,32.9,20.23,21.09,18.92,23.38,34.09,44.73,49.28,46.29,40.62,36.86,37.63,40.18,42.23,46.83,46.97,44.84,47.04,40.99,38.94,44.96,48.62,61.39,52.73,54.11,47.78,39.15,37.19,54.57,61.69,69.3,73.57,79.61,80.05,73.85,78.49,84.9,84.67,91.6,90.08,91.65,91.11,90.2,91.32,91.39,92.39,92.53,93.56,91.13,94.82,91.51,85.74,92.65,91.13,91.11,73.12,54.74,66.66,73.82,92.91,85.88,88.59,73.64,78.07,75.85,61.36,52.36,43.79,44.66,18.46,36.72,29.86,8.17,9.4
000955.SZ,欣龙控股,纺织,31.73,41.3,46.06,50.14,40.88,55.04,54.67,50.77,36.09,34.23,35.63,27.48,28.56,19.34,29.58,21.14,20.6,18.92,15.12,17.87,9.66,7.61,13.39,10.73,9.71,6.98,5.65,5.51,6.32,5.46,4.27,5.9,7.35,41.11,46.22,47.71,41.86,51.96,40.13,31.73,32.87,26.64,20.7,18.92,23.52,40.29,43.21,36.02,31.22,34.48,36.91,38.1,35.14,5.6,4.95,6.44,10.03,14.02,17.8,22.66,33.67,34.55,29.09,36.58,40.69,28.21,53.24,50.82,53.76,51.59,55.83,60.73,61.97,58.03,61.6,67.52,68.2,56.93,70.0,72.45,59.52,58.05,61.22,58.94,51.26,54.53,31.99,38.66,44.68,43.07,43.26,41.37,44.12,51.45,47.85,45.87,47.55,43.26,44.05,39.34
000540.SZ,中天金融,多元金融,31.71,19.72,27.55,30.59,24.59,17.38,20.63,19.37,17.94,21.7,31.26,17.45,31.45,39.08,37.47,39.34,29.63,34.51,35.67,32.43,35.88,32.83,27.25,27.6,35.74,30.8,12.55,10.64,7.65,6.81,7.72,11.74,10.31,14.84,10.41,5.13,17.06,10.38,7.77,8.14,6.93,7.63,8.77,8.03,7.21,8.52,23.15,31.19,42.7,36.7,29.47,22.61,26.32,16.92,29.77,42.09,18.64,57.54,88.92,94.24,97.85,96.38,94.94,93.79,92.7,93.42,90.2,89.15,87.28,92.51,90.04,88.75,92.44,93.58,94.77,95.15,96.5,88.1,65.61,30.07,14.79,24.06,27.81,22.24,24.76,21.16,33.69,34.93,30.54,13.93,20.56,35.39,38.71,38.96,23.15,22.91,24.06,28.93,34.53,41.6
002344.SZ,海宁皮城,商品城,31.68,40.41,40.99,45.85,38.96,38.75,32.55,33.62,37.21,27.69,37.52,40.48,40.83,39.48,36.77,41.6,42.07,34.25,34.72,29.54,25.94,22.07,18.2,16.78,31.15,32.87,44.03,41.41,41.97,41.88,38.01,36.58,34.65,42.0,39.57,30.84,36.05,33.15,36.19,42.6,45.36,48.58,53.52,57.0,51.45,52.85,46.27,45.99,49.93,56.28,53.5,50.12,46.78,50.77,56.16,62.9,60.24,64.89,63.88,63.88,63.25,66.15,62.27,59.89,60.01,61.39,61.06,61.2,62.13,59.73,59.73,65.59,72.33,67.43,66.82,70.56,68.27,64.35,72.54,74.31,77.48,73.66,93.16,90.15,89.85,87.35,89.34,91.32,94.05,91.88,89.06,87.54,87.82,89.36,90.41,83.76,86.28,82.87,77.72,76.11
000719.SZ,中原传媒,出版业,31.66,29.58,33.62,40.6,43.84,45.73,40.83,42.0,41.65,46.8,50.51,47.78,54.55,55.3,32.29,33.11,29.86,27.65,26.55,27.04,25.03,22.17,18.15,18.29,25.8,27.16,34.11,34.53,32.22,31.38,34.23,40.41,46.85,56.23,60.85,54.92,54.64,53.31,52.85,52.43,54.2,56.16,58.89,56.77,51.47,52.57,47.85,53.13,55.9,64.02,62.58,52.1,35.18,27.48,38.45,47.01,51.56,57.79,63.09,59.12,57.51,61.04,55.86,57.05,60.73,60.29,59.66,59.5,59.99,50.14,58.1,63.09,62.72,66.4,68.53,67.87,75.43,63.81,63.0,67.64,76.85,78.51,79.23,83.46,80.19,77.95,76.81,77.86,78.91,75.52,69.76,74.73,76.08,75.45,71.82,71.44,65.05,68.36,67.71,66.4
002492.SZ,恒基达鑫,仓储物流,31.64,40.2,42.02,39.36,44.52,50.54,38.17,31.59,42.02,44.33,35.7,26.08,34.41,35.7,30.89,28.6,32.87,42.35,39.2,34.9,44.89,31.1,44.59,40.92,35.21,53.01,45.5,43.12,41.53,52.61,67.13,73.43,78.37,88.54,86.49,79.56,84.83,86.33,84.13,82.31,80.91,81.26,82.01,77.23,82.76,80.96,82.31,86.16,88.8,88.33,82.38,72.21,67.15,40.55,43.86,73.82,54.27,49.91,42.11,55.51,68.88,57.49,51.35,44.47,32.97,22.54,28.91,20.77,19.37,20.28,15.89,25.1,21.77,19.13,13.49,12.34,19.79,15.82,23.15,21.02,11.81,21.61,22.75,35.02,37.4,48.37,42.95,47.67,33.2,25.08,27.06,23.78,30.98,35.84,41.83,33.78,33.69,32.85,30.03,29.49
600668.SH,尖峰集团,水泥,31.61,45.26,36.72,42.37,40.69,35.58,28.32,28.6,26.67,33.15,33.85,33.15,36.7,35.77,45.01,38.12,36.14,45.59,48.55,46.9,46.99,30.63,18.85,16.75,21.09,24.01,24.92,25.06,27.76,24.5,28.84,27.34,26.39,25.9,19.23,17.71,25.8,19.51,16.52,19.34,20.16,30.31,44.4,43.12,41.74,45.66,51.52,59.94,62.09,59.94,65.77,62.23,55.74,60.43,66.52,69.67,46.9,78.49,87.33,81.57,80.61,77.16,75.99,77.55,84.67,83.85,84.83,82.31,78.21,80.52,78.39,82.41,86.05,81.12,79.21,81.01,87.49,61.2,51.89,54.9,59.87,54.69,66.73,64.12,49.0,43.54,37.52,38.38,42.53,26.04,22.98,20.23,24.01,33.15,27.67,21.58,21.26,21.51,23.82,28.09
003816.SZ,中国广核,新型电力,31.59,37.42,30.63,36.61,37.87,29.98,25.92,24.1,31.33,35.3,35.35,28.46,34.04,40.43,41.44,46.62,44.7,47.34,44.7,31.66,31.52,25.71,25.03,23.78,28.46,35.98,38.89,39.29,29.07,31.01,32.43,42.21,43.68,55.3,44.03,42.53,43.75,43.49,42.72,52.78,50.28,53.57,47.25,44.89,43.98,42.77,43.37,49.88,58.52,52.43,57.96,50.16,41.67,31.52,40.43,40.41,40.74,50.54,62.74,63.23,70.39,74.59,74.64,85.74,85.67,84.13,88.75,84.06,82.48,82.01,81.71,90.83,94.75,94.96,95.94,97.74,98.04,96.99,94.98,93.37,87.12,81.94,82.92,72.03,75.36,75.64,71.58,78.74,72.87,78.04,74.43,49.16,36.91,31.29,20.58,9.43,9.96,12.53,15.4,18.6
600235.SH,民丰特纸,造纸,31.57,38.31,36.47,35.51,37.52,38.36,23.45,23.38,20.91,15.68,20.11,22.0,18.99,22.1,16.64,14.54,20.32,22.17,22.68,22.19,29.0,27.74,32.08,30.21,36.21,37.54,36.02,31.24,36.44,37.84,35.42,35.93,39.5,37.03,43.61,42.23,37.38,32.1,39.2,38.64,36.86,36.37,34.23,37.8,37.33,40.6,38.96,43.14,45.43,41.37,43.75,41.39,43.54,46.62,49.56,51.77,52.08,62.55,59.43,56.02,60.36,58.84,58.42,63.39,62.72,54.67,58.68,54.34,62.79,65.49,62.04,62.79,82.99,72.52,69.32,61.62,58.98,48.9,57.35,59.08,59.59,59.24,64.26,55.09,57.33,60.34,60.94,65.61,55.02,44.54,47.62,51.49,23.38,44.05,48.65,53.36,56.16,57.77,55.13,56.86
600226.SH,ST瀚叶,互联网,31.54,51.21,56.72,38.15,49.51,37.59,25.52,12.93,27.3,46.78,56.49,64.28,63.44,56.23,60.99,71.44,66.4,73.82,73.19,76.34,70.53,63.65,72.33,74.76,71.96,68.99,76.97,84.46,77.95,64.42,56.7,48.18,52.19,60.27,57.14,51.61,34.9,24.06,28.49,9.85,22.31,21.19,14.61,8.77,8.66,13.93,8.52,6.88,12.69,24.06,27.09,21.28,11.88,11.67,20.91,22.35,49.02,50.61,35.37,38.82,34.51,29.02,25.57,30.33,35.42,33.41,37.38,43.91,30.12,23.61,22.42,26.6,23.47,19.9,11.85,4.64,2.5,2.92,6.28,15.87,16.08,31.47,27.95,29.56,16.17,17.55,19.67,22.17,48.69,67.92,64.35,74.08,76.01,85.84,85.7,92.93,94.75,89.22,81.43,71.35
601179.SH,中国西电,电气设备,31.52,28.04,31.64,41.16,33.85,33.5,28.16,26.15,30.24,28.7,30.03,25.76,33.67,50.02,47.71,50.33,47.08,41.48,42.04,43.96,40.67,37.28,34.04,24.8,36.14,41.74,47.88,47.06,43.05,34.48,55.46,81.66,79.82,88.08,83.06,81.94,83.5,93.4,94.14,93.75,94.45,95.94,95.8,96.55,96.45,96.78,96.03,96.69,96.87,97.27,96.01,88.15,82.06,70.18,77.53,80.21,92.16,77.88,75.22,90.92,88.24,85.46,88.22,84.39,83.71,92.16,91.27,88.82,92.0,87.4,88.68,94.17,95.78,93.84,92.09,92.42,83.92,90.08,80.35,16.03,15.59,16.75,9.47,9.08,12.06,3.71,10.83,16.66,6.93,25.27,22.54,9.47,17.29,14.86,9.87,6.93,4.71,4.2,5.86,23.71
600784.SH,鲁银投资,综合类,31.5,43.51,28.84,30.28,31.01,34.18,26.97,23.61,23.82,23.5,24.99,27.55,19.83,21.86,18.85,18.48,15.14,17.66,17.99,15.12,21.63,19.18,28.6,26.36,31.92,34.04,32.92,31.22,38.92,38.5,46.15,51.45,58.05,60.62,54.18,54.9,57.89,58.03,57.65,63.21,61.5,65.4,62.09,63.37,61.48,66.64,69.83,74.34,72.17,74.71,76.57,64.44,63.39,64.58,72.91,73.85,72.12,72.52,70.56,67.13,69.6,61.76,66.61,70.74,70.95,57.33,68.32,64.91,67.55,65.0,55.2,69.48,63.21,66.29,42.93,42.74,43.63,52.59,82.31,78.0,80.35,89.69,92.67,86.96,87.1,89.78,87.56,89.06,86.09,93.56,92.91,88.47,78.16,88.52,93.16,92.09,90.81,90.74,75.34,79.4
601118.SH,海南橡胶,橡胶,31.47,42.32,41.81,43.82,46.59,45.96,36.23,33.5,36.33,28.67,36.35,22.05,21.19,19.04,16.8,16.96,15.31,22.19,19.06,20.07,33.55,26.43,29.54,25.31,30.75,40.34,33.27,25.22,25.62,27.81,33.15,38.78,42.58,42.81,42.09,46.06,39.55,32.36,37.96,42.32,51.26,51.21,46.01,46.5,51.0,45.87,48.53,58.28,57.89,50.89,38.8,33.76,32.87,39.27,48.93,44.84,41.53,52.82,51.66,57.51,45.68,43.98,47.46,50.42,52.15,51.03,56.49,57.28,62.53,70.84,69.97,72.24,73.71,83.41,64.37,64.16,71.86,74.31,88.45,87.07,90.62,90.25,87.89,85.7,83.04,94.4,89.66,90.34,84.86,80.59,86.37,81.03,77.2,64.07,79.72,84.06,84.58,85.63,67.22,61.88
605188.SH,国光连锁,超市连锁,31.45,36.86,50.23,47.39,53.99,41.55,41.23,47.32,44.56,34.86,32.55,22.8,20.7,15.75,15.12,8.75,13.42,20.37,22.7,23.15,31.31,25.78,22.05,20.32,13.77,14.09,12.65,13.07,11.99,11.64,10.34,16.92,24.48,18.78,17.52,19.74,19.13,14.42,13.63,17.06,20.6,22.07,24.03,25.41,31.17,31.24,38.71,31.1,37.7,35.28,31.12,34.18,27.27,39.76,39.13,34.46,33.11,38.36,46.48,45.82,43.7,41.48,37.61,34.02,37.24,39.62,40.6,40.15,37.87,42.53,43.54,42.51,41.37,40.92,44.19,51.63,50.35,47.43,46.66,41.27,44.12,52.43,60.27,62.81,61.34,54.6,52.17,48.46,48.93,48.09,48.58,48.32,59.17,54.43,44.61,43.75,45.71,47.2,45.64,46.71
002272.SZ,川润股份,机械基件,31.43,32.97,39.69,27.3,19.55,14.0,16.24,15.52,24.66,32.69,18.01,23.17,35.09,44.7,27.2,40.22,39.8,61.85,64.93,60.62,67.99,65.35,72.68,78.16,77.86,75.27,82.66,81.64,75.73,73.24,75.5,80.84,67.73,47.53,57.7,62.09,72.19,74.22,79.44,83.76,78.67,78.56,75.36,82.36,81.22,82.43,70.14,76.43,82.83,73.54,68.5,73.92,92.6,87.07,85.56,77.13,80.96,79.23,77.69,75.03,80.94,82.85,91.93,91.27,81.31,77.13,84.62,76.43,80.68,90.74,96.34,95.87,89.71,94.89,93.44,93.65,78.25,86.16,63.3,39.29,24.45,21.16,9.54,3.85,17.1,22.63,22.94,30.35,12.32,9.26,2.94,1.96,1.49,1.87,5.13,4.92,17.03,28.16,76.9,72.66
601398.SH,工商银行,银行,31.4,33.99,34.55,42.32,45.78,39.92,40.36,38.29,33.92,42.28,45.71,37.35,50.05,53.52,64.77,67.34,57.72,34.46,29.21,30.63,24.41,14.68,11.04,8.61,13.11,14.82,19.93,19.02,17.27,12.93,16.4,24.78,23.73,37.47,20.21,16.57,16.24,27.04,25.69,28.28,32.92,39.36,39.27,47.85,38.33,36.51,34.55,46.71,52.52,50.51,52.01,33.55,29.63,16.96,28.04,35.44,37.66,43.0,52.19,48.74,51.84,51.35,52.01,44.07,44.61,52.05,48.41,40.32,37.49,42.42,42.18,46.97,47.06,53.22,61.55,60.36,74.94,66.85,59.99,65.24,70.09,71.16,71.4,78.14,77.37,71.02,72.1,77.6,80.45,75.48,73.75,81.01,82.27,77.44,71.75,66.89,54.2,59.29,62.13,56.18
601368.SH,绿城水务,水务,31.38,30.87,32.5,37.66,36.07,33.95,31.99,28.98,29.44,29.61,28.6,30.35,33.74,34.46,41.34,37.61,41.76,34.48,33.15,32.97,37.21,29.3,25.97,22.7,28.07,32.78,33.53,35.39,40.64,38.19,45.26,46.15,48.53,52.36,44.14,51.94,46.52,50.61,50.68,53.41,57.3,58.61,58.17,57.79,55.37,53.45,58.4,64.21,62.86,63.21,58.94,50.65,48.23,44.96,50.49,47.25,50.47,56.93,60.94,53.71,47.39,50.91,50.65,53.38,55.2,55.88,56.56,49.37,51.17,48.6,49.44,64.16,64.72,64.19,67.66,65.56,66.36,72.89,81.92,68.18,84.41,75.31,72.35,68.11,67.83,63.39,57.16,58.73,52.99,61.46,61.9,56.49,52.73,56.95,46.45,44.07,44.47,29.82,15.47,42.56
601818.SH,光大银行,银行,31.36,36.33,34.65,45.47,43.61,38.4,38.75,39.66,31.59,38.8,40.99,36.79,45.87,50.77,56.18,56.91,43.84,37.63,32.62,37.12,31.22,24.36,23.68,18.83,28.95,31.64,39.17,41.3,15.8,14.33,17.64,22.52,20.67,28.98,19.51,17.38,19.41,16.94,15.75,17.99,24.92,25.36,23.38,27.32,17.5,15.87,15.87,20.86,53.2,49.3,45.59,33.41,33.2,18.53,27.88,32.2,33.62,43.12,58.63,56.56,56.72,52.5,53.13,50.84,53.62,61.15,53.78,44.91,39.71,42.51,42.37,45.5,46.01,56.11,63.23,67.92,78.86,68.22,59.85,61.97,65.42,65.54,60.06,69.55,68.83,64.4,66.45,76.6,80.0,77.44,78.32,83.74,84.67,80.82,76.69,66.73,53.1,54.36,53.76,48.48
600858.SH,银座股份,百货,31.33,24.9,32.62,33.41,33.62,27.13,30.84,24.83,27.86,26.9,21.82,10.55,20.42,26.39,34.2,29.37,37.12,30.63,29.12,25.85,22.73,19.51,15.68,15.77,19.65,28.88,23.22,33.88,27.55,27.44,26.46,21.61,16.47,19.53,12.32,14.84,16.22,10.73,10.03,10.06,14.89,13.44,14.72,12.09,13.72,13.91,20.93,17.08,23.03,30.05,43.91,42.16,41.04,30.54,54.69,46.92,51.7,49.3,64.42,63.14,56.81,59.17,53.43,63.28,58.7,65.98,66.1,56.25,54.53,41.9,36.98,48.53,52.68,54.6,42.21,44.12,46.34,55.6,54.67,54.34,57.54,59.94,65.0,60.64,50.89,35.0,30.77,36.51,45.22,37.17,43.07,40.64,28.93,30.82,28.84,33.29,22.31,19.39,16.8,18.08
603408.SH,建霖家居,家居用品,31.31,31.45,28.88,40.74,36.79,36.02,35.11,38.96,31.82,32.78,26.81,27.06,44.75,40.85,47.57,47.57,30.0,41.62,41.2,41.93,43.02,38.89,34.27,23.01,29.09,33.55,42.0,39.43,41.06,45.05,46.17,45.4,44.42,52.22,45.19,43.21,35.42,32.76,32.13,35.11,31.29,34.18,33.95,35.02,32.22,28.46,28.77,33.71,32.34,29.84,29.49,25.22,23.08,26.76,27.48,29.05,34.86,36.0,40.36,37.98,42.98,40.53,39.97,39.71,43.7,45.45,39.2,32.55,36.3,38.19,38.19,41.09,41.62,41.83,47.71,48.53,58.82,52.29,52.5,53.13,57.79,58.82,67.15,73.08,70.02,68.67,69.9,76.08,80.7,77.53,78.23,78.56,81.26,74.66,68.57,65.03,55.25,58.21,60.31,58.31
603385.SH,惠达卫浴,家居用品,31.29,32.17,24.01,30.8,23.64,23.64,21.77,26.67,24.38,27.83,27.67,32.34,36.65,27.69,46.62,49.11,48.34,49.21,53.45,50.56,51.17,46.43,51.77,50.44,57.35,61.71,59.89,49.79,52.71,50.16,64.56,73.29,68.11,71.09,54.62,48.06,47.97,50.19,44.31,45.64,44.12,45.75,37.63,35.72,31.08,29.89,35.95,39.31,35.11,38.82,9.68,3.55,3.17,4.01,7.19,10.08,9.19,11.53,15.82,15.54,17.66,15.7,17.52,18.62,21.23,18.9,20.86,14.84,15.8,20.18,31.29,40.43,48.37,51.24,54.36,55.67,69.04,58.52,49.67,55.83,61.46,59.78,62.67,61.18,57.65,56.65,44.33,55.06,86.84,80.24,80.38,81.66,76.55,74.73,76.11,71.21,67.03,69.3,73.33,72.12
000029.SZ,深深房A,区域地产,31.26,35.44,37.89,48.13,39.2,42.65,38.5,30.8,33.88,31.33,27.55,38.92,58.66,52.08,51.73,48.55,39.71,52.03,46.22,47.74,49.35,49.51,62.95,63.39,65.19,61.67,63.07,67.1,60.36,67.83,66.59,53.29,42.44,44.26,39.15,19.51,24.2,19.95,19.81,28.0,20.23,22.73,16.61,21.14,16.03,16.43,15.82,20.91,22.75,13.56,14.07,11.92,13.7,13.91,22.87,45.45,40.95,49.51,64.54,51.42,69.09,58.96,56.49,45.19,51.03,66.78,77.3,63.23,68.25,69.53,63.72,69.9,73.4,75.57,72.61,63.56,73.85,72.54,62.76,65.54,60.24,61.67,58.56,64.61,68.6,52.03,26.06,45.68,65.4,52.43,48.93,48.86,53.45,53.22,51.91,52.54,50.58,52.99,60.99,60.48
002037.SZ,保利联合,化工原料,31.24,31.89,33.71,36.47,37.31,42.84,39.36,40.08,39.17,39.17,35.25,32.59,34.86,38.26,40.43,48.44,43.51,52.71,50.51,53.69,52.08,52.5,64.7,65.26,63.67,66.29,69.67,67.2,67.73,67.41,69.95,72.91,71.56,73.26,65.59,58.17,59.68,52.29,60.55,57.86,58.52,63.98,53.99,52.12,54.97,59.89,55.27,61.36,72.7,67.66,66.71,53.01,50.47,52.31,67.83,64.44,71.75,75.87,68.43,69.69,70.56,62.39,64.91,69.83,78.23,73.64,80.59,76.36,85.53,85.14,82.13,83.41,85.91,85.42,73.87,79.35,71.21,60.76,66.68,56.09,57.51,63.42,60.97,54.34,45.17,46.99,29.07,48.62,14.28,15.68,18.32,16.96,16.17,17.52,22.26,20.18,24.52,27.9,26.78,30.87
002412.SZ,汉森制药,中成药,31.22,19.32,21.44,23.45,27.04,28.7,35.6,30.7,25.38,24.17,27.32,33.13,27.02,34.79,50.98,62.27,53.76,56.16,54.13,50.84,59.26,56.21,62.13,70.88,71.56,66.8,75.36,76.46,74.29,72.38,68.46,58.38,60.59,56.72,38.82,35.14,36.79,41.2,38.75,42.18,32.2,38.64,37.66,22.8,26.53,27.6,13.46,15.66,17.92,19.93,22.03,24.85,27.69,25.73,30.1,30.89,36.86,39.1,47.57,43.61,48.74,50.61,46.94,48.11,49.0,52.24,53.1,49.0,50.93,55.76,54.04,58.61,58.56,61.71,58.91,56.95,61.06,54.62,54.15,58.35,60.87,58.66,63.02,63.21,56.7,55.23,50.09,56.18,54.99,44.28,49.98,18.08,14.61,18.78,17.31,17.92,12.16,12.34,13.44,10.85
600396.SH,金山股份,火力发电,31.19,36.77,33.27,35.3,25.52,32.24,19.27,21.58,26.92,31.1,32.71,46.64,42.16,39.36,29.68,33.08,21.47,21.49,18.08,24.76,28.88,17.71,16.68,15.45,13.88,13.98,14.42,14.19,10.83,10.08,13.77,11.15,15.56,14.82,19.86,31.94,44.96,42.74,48.6,40.83,35.18,46.48,38.15,45.87,48.41,47.34,50.7,53.22,65.94,64.49,60.36,62.69,57.09,62.02,66.75,43.98,44.59,48.6,55.48,72.73,80.31,80.89,78.93,85.02,81.47,76.15,81.24,76.11,75.5,75.78,83.01,91.04,90.2,90.29,86.35,95.5,97.04,97.08,94.87,93.86,90.5,55.11,57.05,37.49,63.35,69.32,86.09,87.26,71.19,69.46,50.68,27.83,66.52,32.76,66.17,22.05,10.55,10.41,12.67,7.54
000825.SZ,太钢不锈,特种钢,31.17,66.29,46.66,35.0,38.45,62.76,60.57,79.68,76.55,80.42,87.17,87.98,86.93,79.91,84.9,73.52,73.68,70.46,68.85,43.44,51.4,43.68,70.32,80.63,93.02,96.15,95.4,92.67,90.78,94.82,94.47,94.91,95.57,96.13,95.78,96.15,93.02,92.84,95.54,95.5,93.68,93.16,90.04,90.46,86.14,62.74,51.56,56.07,53.62,9.73,6.56,3.01,7.16,8.38,11.83,6.37,43.79,84.27,44.98,61.9,73.31,90.25,93.84,90.81,92.84,96.1,96.57,94.82,94.59,97.83,97.01,97.55,96.29,95.57,92.93,93.23,83.53,45.96,62.83,39.55,8.17,2.05,0.89,0.93,0.33,0.28,0.23,0.86,0.58,0.12,0.19,0.12,0.3,0.42,0.58,0.61,1.19,1.52,1.75,2.92
002498.SZ,汉缆股份,电气设备,31.15,32.8,32.8,31.01,36.3,36.82,36.05,38.38,37.49,41.32,43.09,37.56,38.78,39.94,38.03,38.68,37.66,43.58,41.62,38.75,47.29,41.09,38.64,39.62,39.1,36.02,38.1,48.6,45.75,36.35,49.93,69.32,58.98,67.17,63.02,67.78,65.59,71.19,71.54,76.27,70.32,73.78,78.74,90.39,92.25,94.1,92.88,90.76,96.5,95.45,92.44,84.32,86.02,77.86,84.86,86.79,90.85,86.79,87.45,87.66,92.65,92.04,88.66,60.55,53.01,72.73,78.91,78.53,58.0,65.73,73.12,84.32,84.46,86.58,73.31,70.53,57.93,71.82,74.06,43.51,24.76,29.86,29.91,41.02,48.44,19.6,24.08,37.47,25.01,37.54,38.82,35.35,53.24,43.82,77.9,64.93,49.72,66.66,61.95,84.09
600863.SH,内蒙华电,火力发电,31.12,40.95,38.66,44.33,46.48,51.98,42.95,44.66,52.36,54.48,26.22,30.26,34.88,34.76,30.19,32.08,27.79,36.98,36.35,36.3,41.39,30.0,34.23,29.89,25.85,22.8,25.45,25.9,18.32,19.69,54.81,55.23,63.25,65.28,57.61,62.72,63.25,61.06,58.42,58.0,54.81,56.32,47.85,51.1,48.86,49.02,52.45,59.19,54.71,68.01,53.83,40.46,26.41,31.22,46.94,43.3,62.76,64.79,67.34,86.0,95.03,97.74,98.16,99.11,98.44,97.85,98.65,98.95,98.18,96.22,98.34,99.25,99.81,99.81,99.7,99.6,99.63,99.53,99.79,99.81,99.79,98.83,95.03,94.38,97.36,97.99,96.03,88.61,95.99,97.27,86.47,72.05,18.53,11.71,32.97,19.48,6.79,22.49,3.99,0.89
002487.SZ,大金重工,电气设备,31.1,23.89,57.42,52.87,50.14,24.8,26.18,40.27,39.48,62.39,66.15,60.92,64.91,63.65,47.83,42.39,47.67,61.22,56.77,59.92,63.56,65.1,50.77,58.63,64.79,71.93,74.38,66.26,64.23,61.13,64.86,77.06,91.55,92.56,92.72,94.0,94.14,92.65,93.77,93.0,93.07,93.42,92.51,91.39,90.55,92.81,90.78,95.17,97.15,96.2,95.1,95.68,86.05,84.74,86.33,79.75,92.04,91.69,88.45,94.45,97.62,98.72,98.46,98.65,98.02,97.53,98.6,99.04,99.21,99.58,99.88,99.93,99.91,99.91,99.93,99.95,99.91,99.95,99.93,99.91,99.91,99.88,99.88,99.91,99.86,99.88,99.93,99.86,99.67,99.63,98.74,98.88,99.79,99.88,99.95,99.93,99.84,99.7,99.88,99.86
600121.SH,郑州煤电,煤炭开采,31.08,54.01,67.5,37.77,29.86,44.84,38.12,49.51,23.52,27.95,30.96,22.17,23.92,14.93,7.77,2.92,11.01,12.25,14.4,6.14,13.25,10.76,11.41,50.23,41.46,48.48,50.35,29.05,25.41,33.67,45.64,53.41,51.33,40.78,39.43,46.5,26.57,17.87,24.1,33.08,30.73,22.54,14.4,15.82,19.62,18.06,13.07,15.1,21.16,17.15,10.83,14.3,19.11,53.9,63.84,52.94,72.0,85.49,75.76,81.71,70.65,74.85,82.59,88.19,91.81,88.33,86.7,86.14,87.63,89.1,86.89,90.43,88.78,75.97,59.61,87.35,89.69,77.27,87.17,92.23,94.28,89.73,73.78,51.89,74.97,84.11,52.92,72.35,41.76,39.71,55.13,22.96,19.09,29.09,36.21,15.77,7.98,8.68,6.3,1.38
002307.SZ,北新路桥,建筑工程,31.05,34.11,35.25,40.27,38.1,38.5,37.35,36.3,40.74,39.36,34.27,31.82,35.42,32.1,39.24,35.98,33.92,43.14,28.07,29.0,31.78,34.62,29.33,25.64,29.98,45.82,51.73,54.67,52.52,53.71,53.92,55.06,54.69,61.25,51.68,55.11,57.47,45.47,48.04,51.68,50.49,49.04,46.59,47.46,44.91,32.69,55.2,73.43,81.19,66.99,74.17,62.74,55.27,61.39,61.46,60.73,55.02,67.41,81.73,79.93,79.0,77.04,83.01,84.65,85.84,87.05,68.41,44.35,35.46,58.66,48.88,60.43,64.65,51.35,57.68,59.64,68.9,55.51,37.7,32.66,33.01,30.75,20.7,19.95,17.03,16.96,21.82,31.15,29.44,24.03,24.64,33.34,34.02,40.25,35.7,32.48,24.01,24.99,27.65,30.54
